source_region,country,service_name,provider_name,provider_color,care_type,residential_places,address,state,suburb,postcode,organisation_type,remoteness,acpr,lga,county,metro_area,source_dataset,source_status,cms_certification_number,legal_business_name,chain_name,overall_rating,average_residents_per_day,latitude,longitude,funding_2024_25
Australia,Australia,Catholic Healthcare George Mockler Hostel,Catholic Healthcare Limited,#31a4d8,Residential,28,"99 Elimatta Road, MONA VALE, NSW, 2103",NSW,MONA VALE,2103,Charitable,Major Cities of Australia,Northern Sydney,Northern Beaches,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.679983,151.296913999999,3112510.09
Australia,Australia,Calvary Muswellbrook Retirement Community,Calvary Aged Care Limited,#2570c1,Residential,65,"15 Cassidy Avenue, MUSWELLBROOK, NSW, 2333",NSW,MUSWELLBROOK,2333,Charitable,Inner Regional Australia,Hunter,Muswellbrook,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.280918,150.891999999999,7478199.5
Australia,Australia,Uniting Osborne Nowra,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,136,"54-60 Osborne Street, NOWRA, NSW, 2541",NSW,NOWRA,2541,Religious,Inner Regional Australia,Illawarra,Shoalhaven,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.875061,150.599270999999,14568244.54
Australia,Australia,Ascott Gardens,United Protestant Association of NSW Limited,#c12584,Residential,78,"68 Nile Street, ORANGE, NSW, 2800",NSW,ORANGE,2800,Charitable,Inner Regional Australia,Central West,Orange,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.2803419999999,149.113234,9022974.88
Australia,Australia,Uniting Wontama Orange,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,148,"30-38 Byng Street, ORANGE, NSW, 2800",NSW,ORANGE,2800,Religious,Inner Regional Australia,Central West,Orange,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.2808229999999,149.090278,15528441.58
Australia,Australia,Melrose Cottage Settlement,United Protestant Association of NSW Limited,#c12584,Residential,80,"157 Bungaree Road, PENDLE HILL, NSW, 2145",NSW,PENDLE HILL,2145,Charitable,Major Cities of Australia,Western Sydney,Parramatta,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.799897,150.959621999999,9173280.88
Australia,Australia,Cherrybrook Christian Care Centre,Christian Community Services,#6631d8,Residential,120,"3-5 Kitchener Road, CHERRYBROOK, NSW, 2126",NSW,CHERRYBROOK,2126,Charitable,Major Cities of Australia,Northern Sydney,Hornsby,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.73098,151.055960999999,12339134.82
Australia,Australia,Uniting Locke Haven Petersham,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,48,"60 New Canterbury Road, PETERSHAM, NSW, 2049",NSW,PETERSHAM,2049,Religious,Major Cities of Australia,Inner West,Inner West,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.8964509999999,151.154852,6644245.35
Australia,Australia,Aubrey Downer Aged Care Home,Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,#25c1b4,Residential,23,"23 Sunnyside Avenue, POINT CLARE, NSW, 2250",NSW,POINT CLARE,2250,Private Incorporated Body,Major Cities of Australia,Central Coast,Central Coast (NSW),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.4393189999999,151.315134999999,3043249.65
Australia,Australia,BaptistCare George Forbes House,BaptistCare NSW & ACT,#af25c1,Residential,85,"16 ERIN Street, QUEANBEYAN, NSW, 2620",NSW,QUEANBEYAN,2620,Charitable,Major Cities of Australia,Southern Highlands,Queanbeyan-Palerang,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-35.3459939999999,149.233065,9473469.5
Australia,Australia,Catholic Healthcare Holy Spirit Aged Care,Catholic Healthcare Limited,#31a4d8,Residential,50,"13 Neptune Street, REVESBY, NSW, 2212",NSW,REVESBY,2212,Charitable,Major Cities of Australia,South West Sydney,Canterbury-Bankstown,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.963993,151.020205,4498805.01
Australia,Australia,Yallambee Village,Bankstown City Aged Care Ltd,#2725c1,Residential,143,"34 Hydrae Street, REVESBY, NSW, 2212",NSW,REVESBY,2212,Community Based,Major Cities of Australia,South West Sydney,Canterbury-Bankstown,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.9587679999999,151.019744,14548828.44
Australia,Australia,Uniting Bruce Sharpe Rockdale,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,52,"110 Frederick Street, ROCKDALE, NSW, 2216",NSW,ROCKDALE,2216,Religious,Major Cities of Australia,South East Sydney,Bayside (NSW),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.951458,151.13264,5680406.69
Australia,Australia,Our Lady Of Consolation Home,Our Lady of Consolation Aged Care & Services Limited,#8c4fde,Residential,172,"32 Evans Road, ROOTY HILL, NSW, 2766",NSW,ROOTY HILL,2766,Religious,Major Cities of Australia,Western Sydney,Blacktown,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.782769,150.846673,13887795.83
Australia,Australia,KOPWA Archbold House,KOPWA Limited,#c12555,Residential,102,"16 Trafalgar Avenue, ROSEVILLE, NSW, 2069",NSW,ROSEVILLE,2069,Community Based,Major Cities of Australia,Northern Sydney,Ku-ring-gai,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.780718,151.176693999999,9766179.07
Australia,Australia,Uniting Thomas Bowden Ryde,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,47,"279 Morrison Road, RYDE, NSW, 2112",NSW,RYDE,2112,Religious,Major Cities of Australia,Northern Sydney,Ryde,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.819273,151.104045,4969872.67
Australia,Australia,Uniting Elizabeth Gates and Alroy House Singleton,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,84,"128 Blaxland Avenue, SINGLETON HEIGHTS, NSW, 2330",NSW,SINGLETON HEIGHTS,2330,Religious,Inner Regional Australia,Hunter,Singleton,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.5479729999999,151.167545999999,10089057.4
Australia,Australia,Calvary Cooinda Retirement Community,Calvary Aged Care Limited,#2570c1,Residential,34,"42 Bathurst Street, SINGLETON, NSW, 2330",NSW,SINGLETON,2330,Charitable,Inner Regional Australia,Hunter,Singleton,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.570208,151.169123,4126648.72
Australia,Australia,Uniting Springwood,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,136,"2 Lewin Street, SPRINGWOOD, NSW, 2777",NSW,SPRINGWOOD,2777,Religious,Major Cities of Australia,Nepean,Blue Mountains,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.6964279999999,150.553857999999,15946403.02
Australia,Australia,Frank And Jess Kennett Home,United Protestant Association of NSW Limited,#c12584,Residential,44,"1 A Railway Crescent, STANWELL PARK, NSW, 2508",NSW,STANWELL PARK,2508,Charitable,Major Cities of Australia,Illawarra,Wollongong,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.2261809999999,150.982721999999,5054366.9
Australia,Australia,IRT Thomas Holt Kirrawee,Illawarra Retirement Trust,#de4f82,Residential,253,"1-25 Acacia Road, North, KIRRAWEE, NSW, 2232",NSW,KIRRAWEE,2232,Community Based,Major Cities of Australia,South East Sydney,Sutherland,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.0214179999999,151.067878,25766454.03
Australia,Australia,James Milson Village North Sydney,North Sydney Retirement Trust,#c12552,Residential,109,"4 Clark Road, NORTH SYDNEY, NSW, 2060",NSW,NORTH SYDNEY,2060,Community Based,Major Cities of Australia,Northern Sydney,North Sydney,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.840372,151.21463,11310883.05
Australia,Australia,Catholic Healthcare Vincentian Aged Care Service,Catholic Healthcare Limited,#31a4d8,Residential,30,"48 Yurong Street, DARLINGHURST, NSW, 2010",NSW,DARLINGHURST,2010,Charitable,Major Cities of Australia,South East Sydney,Sydney,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.875573,151.214163,4780610.75
Australia,Australia,Nazareth House Tamworth,Nazareth Care,#8cc125,Residential,90,"80-104 Manilla Road, OXLEY VALE, NSW, 2340",NSW,OXLEY VALE,2340,Religious,Inner Regional Australia,New England,Tamworth,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.063396,150.903539999999,10892809.23
Australia,Australia,RFBI Tamworth Masonic Village,Royal Freemasons' Benevolent Institution,#c17025,Residential,62,"16 Kitchener Street, TAMWORTH, NSW, 2340",NSW,TAMWORTH,2340,Charitable,Inner Regional Australia,New England,Tamworth,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.098067,150.941567999999,7234238.76
Australia,Australia,Uniting Taralga,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,23,"49-53 Bunnaby Street, TARALGA, NSW, 2580",NSW,TARALGA,2580,Religious,Inner Regional Australia,Southern Highlands,Upper Lachlan,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.4058259999999,149.821144,2583944.21
Australia,Australia,Alkira Lodge,Bushland Health Group Limited,#49c125,Residential,91,"2 A Bushland Drive, TAREE, NSW, 2430",NSW,TAREE,2430,Community Based,Inner Regional Australia,Mid North Coast,Mid-Coast,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.895389,152.484865,7766156.55
Australia,Australia,Whiddon Temora Greenstone,The Frank Whiddon Masonic Homes of New South Wales,#7f4fde,Residential,36,"37 Gloucester Street, TEMORA, NSW, 2666",NSW,TEMORA,2666,Charitable,Outer Regional Australia,Riverina/Murray,Temora,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.4406359999999,147.538736999999,3770695.84
Australia,Australia,Agris Hutrof House,RSL LifeCare Limited,#89c125,Residential,65,"25 Estonian Road, THIRLMERE, NSW, 2572",NSW,THIRLMERE,2572,Community Based,Inner Regional Australia,South West Sydney,Wollondilly,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.2020679999999,150.552974,7831980.18
Australia,Australia,Constitution Hill Aged Care,Australian Unity Care Services Pty Ltd,#c1255e,Residential,111,"3 Centenary Avenue, NORTHMEAD, NSW, 2152",NSW,NORTHMEAD,2152,Private Incorporated Body,Major Cities of Australia,Western Sydney,Parramatta,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.788811,150.97873,12209596.57
Australia,Australia,Catholic Healthcare Blakeney Lodge,Catholic Healthcare Limited,#31a4d8,Residential,30,"27-29 Carey Street, TUMUT, NSW, 2720",NSW,TUMUT,2720,Charitable,Inner Regional Australia,Riverina/Murray,Snowy Valleys,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-35.2980629999999,148.219001999999,3624613.79
Australia,Australia,Southern Cross Care North Turramurra Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,#d83156,Residential,113,"402 Bobbin Head Road, NORTH TURRAMURRA, NSW, 2074",NSW,NORTH TURRAMURRA,2074,Religious,Major Cities of Australia,Northern Sydney,Ku-ring-gai,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.700837,151.146972,12237879.8
Australia,Australia,Elizabeth Lodge Hostel,Seventh-day Adventist Aged Care (Greater Sydney) Ltd,#4f8dde,Residential,94,"79 Mount Pleasant Avenue, NORMANHURST, NSW, 2076",NSW,NORMANHURST,2076,Private Incorporated Body,Major Cities of Australia,Northern Sydney,Hornsby,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.727057,151.099022999999,8873235.44
Australia,Australia,Catholic Healthcare McQuoin Park,Catholic Healthcare Limited,#31a4d8,Residential,122,"35 Pacific Highway, WAHROONGA, NSW, 2076",NSW,WAHROONGA,2076,Charitable,Major Cities of Australia,Northern Sydney,Hornsby,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.713633,151.107156,13507749.57
Australia,Australia,Warrigal Care Mt Warrigal,Warrigal Care Limited,#9c25c1,Residential,40,"5 Rowland Avenue, MOUNT WARRIGAL, NSW, 2528",NSW,MOUNT WARRIGAL,2528,Charitable,Major Cities of Australia,Illawarra,Shellharbour,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.547685,150.844083,4101591.26
Australia,Australia,Whiddon Wingham,The Frank Whiddon Masonic Homes of New South Wales,#7f4fde,Residential,82,"12 Primrose Street, WINGHAM, NSW, 2429",NSW,WINGHAM,2429,Charitable,Inner Regional Australia,Mid North Coast,Mid-Coast,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.869201,152.370714999999,7654466.99
Australia,Australia,Anglicare Woodberry Village,Anglican Community Services,#acc125,Residential,122,"129 Lanhams Road, WINSTON HILLS, NSW, 2153",NSW,WINSTON HILLS,2153,Religious,Major Cities of Australia,Western Sydney,Parramatta,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.7769369999999,150.975995,13017254.0
Australia,Australia,BaptistCare Bethshan Gardens Centre,BaptistCare NSW & ACT,#af25c1,Residential,139,"30 Forest Road, WYEE, NSW, 2259",NSW,WYEE,2259,Charitable,Major Cities of Australia,Hunter,Lake Macquarie,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.1700439999999,151.472368999999,16181442.97
Australia,Australia,Thomas Eccles Gardens,RSL LifeCare Limited,#89c125,Residential,82,"26 Mount Street, YASS, NSW, 2582",NSW,YASS,2582,Community Based,Inner Regional Australia,Southern Highlands,Yass Valley,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.831119,148.912273999999,9438619.46
Australia,Australia,Southern Cross Care Young Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,#d83156,Residential,83,"Demondrille Street, YOUNG, NSW, 2594",NSW,YOUNG,2594,Religious,Inner Regional Australia,Southern Highlands,Hilltops,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.322695,148.29131,9340102.34
Australia,Australia,Uniting Wirreanda West Pennant Hills,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,42,"33 Highs Road, WEST PENNANT HILLS, NSW, 2125",NSW,WEST PENNANT HILLS,2125,Religious,Major Cities of Australia,Western Sydney,The Hills,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.7369849999999,151.022555,4391109.16
Australia,Australia,Christophorus House Hostel,Christophorus House Retirement Village,#d831b8,Residential,24,"396 Peats Ferry Road, HORNSBY, NSW, 2077",NSW,HORNSBY,2077,Community Based,Major Cities of Australia,Northern Sydney,Hornsby,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.6914069999999,151.097351,2662222.68
Australia,Australia,Catholic Healthcare St Mary's Retirement Village,Catholic Healthcare Limited,#31a4d8,Residential,33,"211 Northcliffe Drive, BERKELEY, NSW, 2506",NSW,BERKELEY,2506,Charitable,Major Cities of Australia,Illawarra,Wollongong,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.4828979999999,150.843187999999,3978423.43
Australia,Australia,Catholic Healthcare St John's Villa,Catholic Healthcare Limited,#31a4d8,Residential,51,"222 Kings Road, NEW LAMBTON, NSW, 2305",NSW,NEW LAMBTON,2305,Charitable,Major Cities of Australia,Hunter,Newcastle,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.935087,151.715275999999,5183525.64
Australia,Australia,Woodlands Lodge,United Protestant Association of NSW Limited,#c12584,Residential,72,"100 Lake Road, WALLSEND, NSW, 2287",NSW,WALLSEND,2287,Charitable,Major Cities of Australia,Hunter,Newcastle,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.9125429999999,151.659998999999,7792459.1
Australia,Australia,RFBI Lakemba Masonic Village,Royal Freemasons' Benevolent Institution,#c17025,Residential,50,"72 Sproule Street, LAKEMBA, NSW, 2195",NSW,LAKEMBA,2195,Charitable,Major Cities of Australia,Inner West,Canterbury-Bankstown,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.923912,151.076209,5824181.65
Australia,Australia,Teloca House Hostel,RSL LifeCare Limited,#89c125,Residential,61,"120 Audley Street, NARRANDERA, NSW, 2700",NSW,NARRANDERA,2700,Community Based,Outer Regional Australia,Riverina/Murray,Narrandera,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.74812,146.549484,6716516.01
Australia,Australia,Catholic Healthcare Coolamon Villa,Catholic Healthcare Limited,#31a4d8,Residential,55,"1-3 Azalea Street, MULLUMBIMBY, NSW, 2482",NSW,MULLUMBIMBY,2482,Charitable,Inner Regional Australia,Far North Coast,Byron,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-28.5590149999999,153.490927999999,5806956.97
Australia,Australia,Glaica House,Great Lakes Aged & Invalid Care Association Ltd,#c12544,Residential,146,"22 Flora Parade, TUNCURRY, NSW, 2428",NSW,TUNCURRY,2428,Community Based,Inner Regional Australia,Mid North Coast,Mid-Coast,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.1675669999999,152.496705999999,13629292.2
Australia,Australia,Anglicare Lemongrove Gardens,Anglican Community Services,#acc125,Residential,59,"32 Gascoigne Street, PENRITH, NSW, 2750",NSW,PENRITH,2750,Religious,Major Cities of Australia,Nepean,Penrith,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.752611,150.710363,6835832.8
Australia,Australia,Haydays Retirement Hostel,Hay Senior Citizens Association Incorporated,#984fde,Residential,24,"258 Coke Street, HAY, NSW, 2711",NSW,HAY,2711,Community Based,Outer Regional Australia,Riverina/Murray,Hay,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.501707,144.85199,2219921.63
Australia,Australia,Bilyara Hostel,Cowra Retirement Village Ltd,#b7d831,Residential,84,"1 HOLMAN Place, COWRA, NSW, 2794",NSW,COWRA,2794,Charitable,Inner Regional Australia,Central West,Cowra,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.824333,148.694704,9117078.49
Australia,Australia,Bracken House Dubbo,United Protestant Association of NSW Limited,#c12584,Residential,74,"315 Macquarie Street, DUBBO, NSW, 2830",NSW,DUBBO,2830,Charitable,Inner Regional Australia,Orana Far West,Dubbo,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.26122,148.600367,8230741.77
Australia,Australia,Cooee Lodge,Gilgandra Council,#d85531,Residential,50,"Townsend Drive, GILGANDRA, NSW, 2827",NSW,GILGANDRA,2827,Local Government,Outer Regional Australia,Orana Far West,Gilgandra,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.703966,148.663308999999,6130096.96
Australia,Australia,St Agnes Site,St Agnes' Care & Lifestyle,#31d875,Residential,124,"2 Lochinvar Place, PORT MACQUARIE, NSW, 2444",NSW,PORT MACQUARIE,2444,Religious,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.456553,152.898377,11332711.92
Australia,Australia,Whiddon Narrabri Robert Young,The Frank Whiddon Masonic Homes of New South Wales,#7f4fde,Residential,54,"Cameron Street, NARRABRI, NSW, 2390",NSW,NARRABRI,2390,Charitable,Outer Regional Australia,New England,Narrabri,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-30.326903,149.775869999999,4799963.94
Australia,Australia,Whiddon Belmont,The Frank Whiddon Masonic Homes of New South Wales,#7f4fde,Residential,56,"10 Gibson Street, BELMONT, NSW, 2280",NSW,BELMONT,2280,Charitable,Major Cities of Australia,Hunter,Lake Macquarie,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.036189,151.666063,5944006.7
