source_region,country,service_name,provider_name,provider_color,care_type,residential_places,address,state,suburb,postcode,organisation_type,remoteness,acpr,lga,county,metro_area,source_dataset,source_status,cms_certification_number,legal_business_name,chain_name,overall_rating,average_residents_per_day,latitude,longitude,funding_2024_25
Australia,Australia,Aegis Carrington,Carrington Aged Care Facility Pty Ltd,#7ad831,Residential,116,"27 Ivermey Road, HAMILTON HILL, WA, 6163",WA,HAMILTON HILL,6163,Private Incorporated Body,Major Cities of Australia,Metropolitan South West,Cockburn,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.080907,115.779251,13608814.34
Australia,Australia,Aegis Melville,Balmoral Aged Care Group Pty Ltd,#dec84f,Residential,73,"1 French Road, MELVILLE, WA, 6156",WA,MELVILLE,6156,Private Incorporated Body,Major Cities of Australia,Metropolitan South West,Melville,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.03766,115.794259999999,8177566.6
Australia,Australia,Emerald Life,Fresh Fields Management (NSW) No 2 Pty Ltd,#d84031,Residential,93,"78 Kimberley Street, WEST LEEDERVILLE, WA, 6007",WA,WEST LEEDERVILLE,6007,Private Incorporated Body,Major Cities of Australia,Metropolitan North,Cambridge,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.938077,115.835251,11442616.21
Australia,Australia,Applecross Shore Care Community,DPG Services Pty Ltd,#ccde4f,Residential,132,"30 Carron Road, APPLECROSS, WA, 6153",WA,APPLECROSS,6153,Private Incorporated Body,Major Cities of Australia,Metropolitan South West,Melville,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.0087419999999,115.846951,9573229.6
Australia,Australia,Concorde Nursing Home,Fresh Fields Aged Care Pty Ltd,#d831b5,Residential,98,"25 Anstey Street, SOUTH PERTH, WA, 6151",WA,SOUTH PERTH,6151,Private Incorporated Body,Major Cities of Australia,Metropolitan South East,South Perth,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.983563,115.861805,9661092.17
Australia,Australia,Juniper Chrystal Halliday,Uniting Church Homes,#4f54de,Residential,120,"27 Prisk Street, KARRINYUP, WA, 6018",WA,KARRINYUP,6018,Religious,Major Cities of Australia,Metropolitan North,Stirling,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.880258,115.774952999999,13733485.93
Australia,Australia,Bunbury Gardens Care Community,DPG Services Pty Ltd,#ccde4f,Residential,75,"39 Hayes Street, BUNBURY, WA, 6230",WA,BUNBURY,6230,Private Incorporated Body,Inner Regional Australia,South West,Bunbury,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.3290679999999,115.64622,8460945.77
Australia,Australia,MercyCare Wembley Catherine McAuley,Mercy Community Services Limited,#c14525,Residential,126,"18 Barrett Street, WEMBLEY, WA, 6014",WA,WEMBLEY,6014,Charitable,Major Cities of Australia,Metropolitan North,Cambridge,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.9380899999999,115.823179999999,13876761.38
Australia,Australia,Residency by Dillons Narrogin,Jacqueline Elizabeth Dillon Business Pty Ltd,#3188d8,Residential,50,"52 Williams Road, NARROGIN, WA, 6312",WA,NARROGIN,6312,Private Incorporated Body,Outer Regional Australia,Wheatbelt,Narrogin,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.9356689999999,117.167957,4803030.76
Australia,Australia,Craigcare Albany,Glenn-Craig Villages Pty Ltd,#4fa7de,Residential,52,"Beaufort Road, YAKAMIA, WA, 6330",WA,YAKAMIA,6330,Private Incorporated Body,Outer Regional Australia,Great Southern,Albany,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-35.002181,117.870063999999,6398623.98
Australia,Australia,Geraldton Shore Care Community,DPG Services Pty Ltd,#ccde4f,Residential,90,"159 Fitzgerald Street, GERALDTON, WA, 6530",WA,GERALDTON,6530,Private Incorporated Body,Outer Regional Australia,Mid West,Greater Geraldton,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-28.78431,114.608009999999,11673273.58
Australia,Australia,Mercy Place Mandurah,Mercy Aged and Community Care Ltd,#4f5cde,Residential,73,"1 Hungerford Avenue, HALLS HEAD, WA, 6210",WA,HALLS HEAD,6210,Charitable,Major Cities of Australia,Metropolitan South West,Mandurah,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.5428,115.70712,8710121.95
Australia,Australia,Aegis Banksia Park,Aegis Aged Care Group Pty Ltd,#6025c1,Residential,123,"20 Bright Road, CALISTA, WA, 6167",WA,CALISTA,6167,Private Incorporated Body,Major Cities of Australia,Metropolitan South West,Kwinana,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.248483,115.811244,14442321.14
Australia,Australia,Mandurah Coast Care Community,DPG Services Pty Ltd,#ccde4f,Residential,54,"83 BOUNDARY Road, DUDLEY PARK, WA, 6210",WA,DUDLEY PARK,6210,Private Incorporated Body,Major Cities of Australia,Metropolitan South West,Mandurah,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.5413799999999,115.736949999999,7281604.94
Australia,Australia,McDougall Park Nursing Home,Fresh Fields Aged Care Pty Ltd,#d831b5,Residential,52,"18 Ley Street, COMO, WA, 6152",WA,COMO,6152,Private Incorporated Body,Major Cities of Australia,Metropolitan South East,South Perth,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.00833,115.86444,4777852.97
Australia,Australia,Amana Living Lady McCusker Home,Amana Living Incorporated,#c12585,Residential,59,"27 Beddi Road, DUNCRAIG, WA, 6023",WA,DUNCRAIG,6023,Religious,Major Cities of Australia,Metropolitan North,Joondalup,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.838975,115.765271999999,7104568.63
Australia,Australia,Amaroo Village McMahon Caring Centre,Amaroo Care Services Inc,#68d831,Residential,96,"74 Lissiman Street, GOSNELLS, WA, 6110",WA,GOSNELLS,6110,Community Based,Major Cities of Australia,Metropolitan South East,Gosnells,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.066934,115.99736,11308552.37
Australia,Australia,Juniper The Residency,Uniting Church Homes,#4f54de,Residential,45,"47 - 57 Burgoyne Street, NORTHAM, WA, 6401",WA,NORTHAM,6401,Religious,Inner Regional Australia,Wheatbelt,Northam,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.6574829999999,116.681487,4788960.3
Australia,Australia,Agmaroy Nursing Home,Fresh Fields Aged Care Pty Ltd,#d831b5,Residential,60,"115 Leach Highway, WILSON, WA, 6107",WA,WILSON,6107,Private Incorporated Body,Major Cities of Australia,Metropolitan South East,Canning,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.0196049999999,115.910858,7480913.94
Australia,Australia,Baptistcare Gracehaven,BaptistCare NSW & ACT,#af25c1,Residential,98,"2 Westralia Gardens, ROCKINGHAM, WA, 6168",WA,ROCKINGHAM,6168,Charitable,Major Cities of Australia,Metropolitan South West,Rockingham,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.28533,115.742609999999,11744556.41
Australia,Australia,Kensington Park Nursing Home,Fresh Fields Aged Care Pty Ltd,#d831b5,Residential,53,"62 Gwenyfred Road, KENSINGTON, WA, 6151",WA,KENSINGTON,6151,Private Incorporated Body,Major Cities of Australia,Metropolitan South East,South Perth,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.9780599999999,115.88624,6677996.79
Australia,Australia,Wanneroo Community Nursing Home,Shire of Wanneroo Aged Persons Homes Trust Inc,#57de4f,Residential,55,"9 Amos Road, WANNEROO, WA, 6065",WA,WANNEROO,6065,Community Based,Major Cities of Australia,Metropolitan North,Wanneroo,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.751269,115.819192999999,6464897.41
Australia,Australia,Uniting AgeWell Aldersgate,Uniting Agewell Limited,#67d831,Residential,67,"12-22 Hobart Road, KINGS MEADOWS, TAS, 7249",TAS,KINGS MEADOWS,7249,Religious,Inner Regional Australia,Northern,Launceston,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.4763209999999,147.164981,5998147.1
Australia,Australia,Huon Eldercare,Huon Regional Care,#256ac1,Residential,89,"3278 Huon Highway, FRANKLIN, TAS, 7113",TAS,FRANKLIN,7113,Charitable,Outer Regional Australia,Southern,Huon Valley,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-43.081674,147.016409,7490655.25
Australia,Australia,Emmerton Park Aged Care Facility,Emmerton Park Inc,#77d831,Residential,67,"2-12 Senior Drive, SMITHTON, TAS, 7330",TAS,SMITHTON,7330,Community Based,Outer Regional Australia,North Western,Circular Head,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-40.8471669999999,145.127468999999,7900176.6
Australia,Australia,Baptcare Karingal Community Care,Baptcare Ltd,#d86431,Residential,112,"32 Lovett Street, DEVONPORT, TAS, 7310",TAS,DEVONPORT,7310,Religious,Outer Regional Australia,North Western,Devonport,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.1823589999999,146.337489,12049027.01
Australia,Australia,Uniting AgeWell Lillian Martin,Uniting Agewell Limited,#67d831,Residential,111,"275-283 Cambridge Road, WARRANE, TAS, 7018",TAS,WARRANE,7018,Religious,Inner Regional Australia,Southern,Clarence,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.858725,147.38907,7423277.27
Australia,Australia,Mary Ogilvy Home,The Mary Ogilvy Homes Society,#25c160,Residential,80,"51 Pirie Street, NEW TOWN, TAS, 7008",TAS,NEW TOWN,7008,Community Based,Inner Regional Australia,Southern,Hobart,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.8569329999999,147.305848999999,5055494.35
Australia,Australia,Mount Esk Aged Care,Southern Cross Care (Tas) Inc,#d89f31,Residential,60,"38 Station Road, ST LEONARDS, TAS, 7250",TAS,ST LEONARDS,7250,Religious,Inner Regional Australia,Northern,Launceston,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.4599589999999,147.196189,6890030.93
Australia,Australia,Corumbene Hostel,Corumbene Nursing Home for the Aged Inc,#9131d8,Residential,93,"13-21 Lower Road, NEW NORFOLK, TAS, 7140",TAS,NEW NORFOLK,7140,Charitable,Inner Regional Australia,Southern,Derwent Valley,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.7811889999999,147.070003,10463305.98
Australia,Australia,Hawthorn Village,Christian Homes Tasmania Inc,#dea64f,Residential,52,"23A Wells Parade, BLACKMANS BAY, TAS, 7052",TAS,BLACKMANS BAY,7052,Charitable,Inner Regional Australia,Southern,Kingborough,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.999442,147.324920999999,5720364.74
Australia,Australia,Kanangra Hostel,Aged Care Deloraine Inc,#4f67de,Residential,48,"30A West Goderich Street, DELORAINE, TAS, 7304",TAS,DELORAINE,7304,Community Based,Outer Regional Australia,Northern,Meander Valley,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.524821,146.648471,5409135.62
Australia,Australia,Barrington Lodge,The Salvation Army (Tasmania) Property Trust,#c19a25,Residential,77,"120 Swanston Street, NEW TOWN, TAS, 7008",TAS,NEW TOWN,7008,Religious,Inner Regional Australia,Southern,Hobart,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.853662,147.304179,7409591.93
Australia,Australia,Yaraandoo Hostel,Southern Cross Care (Tas) Inc,#d89f31,Residential,82,"1A Cardigan Street, SOMERSET, TAS, 7322",TAS,SOMERSET,7322,Religious,Outer Regional Australia,North Western,Waratah-Wynyard,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.0444409999999,145.828936999999,8637040.21
Australia,Australia,May Shaw Residential Aged Care,May Shaw Health Centre Inc,#c13125,Residential,50,"37 Wellington Street, SWANSEA, TAS, 7190",TAS,SWANSEA,7190,Community Based,Remote Australia,Southern,Glamorgan-Spring Bay,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.1274659999999,148.077048999999,6115203.87
Australia,Australia,Coroneagh Park,Respect Group Limited,#4fde7b,Residential,78,"50 Ironcliffe Road, PENGUIN, TAS, 7316",TAS,PENGUIN,7316,Charitable,Outer Regional Australia,North Western,Central Coast (Tas.),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.1178719999999,146.067622,9147054.19
Australia,Australia,West Coast District Hospital - Lyell House,Tasmanian Health Service,#c12560,Residential,16,"60-64 Orr Street, QUEENSTOWN, TAS, 7467",TAS,QUEENSTOWN,7467,State Government,Remote Australia,North Western,West Coast,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.080503,145.557625999999,2798532.61
Australia,Australia,Uniting AgeWell Ningana,Uniting Agewell Limited,#67d831,Residential,72,"3 The Circle -, SORELL, TAS, 7172",TAS,SORELL,7172,Religious,Inner Regional Australia,Southern,Sorell,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.7852239999999,147.556669999999,7704794.03
Australia,Australia,Cadorna House,The Trustee for Cormiston Village Unit Trust,#2585c1,Residential,33,"91a Cormiston Road, RIVERSIDE, TAS, 7250",TAS,RIVERSIDE,7250,Private Incorporated Body,Inner Regional Australia,Northern,West Tamar,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.402253,147.086342999999,3906304.04
Australia,Australia,Rivulet,Southern Cross Care (Tas) Inc,#d89f31,Residential,119,"14 Gore Street, SOUTH HOBART, TAS, 7004",TAS,SOUTH HOBART,7004,Religious,Inner Regional Australia,Southern,Hobart,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.891708,147.316316999999,12317710.6
Australia,Australia,Regis Tasmania - Legana,Regis Aged Care Pty Ltd,#d831c0,Residential,106,"1-9 Freshwater Point Road, LEGANA, TAS, 7277",TAS,LEGANA,7277,Private Incorporated Body,Inner Regional Australia,Northern,West Tamar,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.36359,147.039796999999,12632529.66
Australia,Australia,Sandown Apartments,Southern Cross Care (Tas) Inc,#d89f31,Residential,69,"Southerwood Drive, SANDY BAY, TAS, 7005",TAS,SANDY BAY,7005,Religious,Inner Regional Australia,Southern,Hobart,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.914597,147.351595,7004342.44
Australia,Australia,Tyler Village,Respect Group Limited,#4fde7b,Residential,75,"320 Westbury Road, PROSPECT VALE, TAS, 7250",TAS,PROSPECT VALE,7250,Charitable,Inner Regional Australia,Northern,Meander Valley,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.477249,147.125234,8967552.39
Australia,Australia,Calvary Sandhill,Calvary Aged Care Limited,#2570c1,Residential,134,"25 Waveney Street, SOUTH LAUNCESTON, TAS, 7249",TAS,SOUTH LAUNCESTON,7249,Charitable,Inner Regional Australia,Northern,Launceston,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.461503,147.14822,13648617.44
Australia,Australia,Regis Tasmania - Norwood,Regis Aged Care Pty Ltd,#d831c0,Residential,95,"8 Blenheim Street, NORWOOD, TAS, 7250",TAS,NORWOOD,7250,Private Incorporated Body,Inner Regional Australia,Northern,Launceston,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.455171,147.175649999999,10304663.39
Australia,Australia,Uniting AgeWell Aldersgate Village,Uniting Agewell Limited,#67d831,Residential,94,"3 Tallentire Road, NEWNHAM, TAS, 7248",TAS,NEWNHAM,7248,Religious,Inner Regional Australia,Northern,Launceston,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.380394,147.124706,11674875.73
Australia,Australia,Uniting AgeWell Strathdevon,Uniting Agewell Limited,#67d831,Residential,68,"37 Moriarty Road, LATROBE, TAS, 7307",TAS,LATROBE,7307,Religious,Outer Regional Australia,North Western,Latrobe (Tas.),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.231777,146.422460999999,7840977.91
Australia,Australia,Toosey Aged and Community Care,Toosey,#25c187,Residential,66,"10 Archer Street, LONGFORD, TAS, 7301",TAS,LONGFORD,7301,Community Based,Inner Regional Australia,Northern,Northern Midlands,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.5930389999999,147.119540999999,6822534.93
Australia,Australia,May Shaw Aminya,May Shaw Health Centre Inc,#c13125,Residential,62,"19 Cameron Street, SCOTTSDALE, TAS, 7260",TAS,SCOTTSDALE,7260,Community Based,Outer Regional Australia,Northern,Dorset,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.155028,147.521916,7596086.11
Australia,Australia,Rosary Gardens,Southern Cross Care (Tas) Inc,#d89f31,Residential,94,"85 Creek Road, NEW TOWN, TAS, 7008",TAS,NEW TOWN,7008,Religious,Inner Regional Australia,Southern,Hobart,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.8561509999999,147.29478,10256273.8
Australia,Australia,Wynyard Care Centre,IBIS (No 3) Pty Ltd,#6925c1,Residential,70,"Cnr Quiggin and Moore Street, WYNYARD, TAS, 7325",TAS,WYNYARD,7325,Private Incorporated Body,Outer Regional Australia,North Western,Waratah-Wynyard,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-40.99103,145.733139999999,7601252.94
Australia,Australia,Uniting AgeWell Strathglen,Uniting Agewell Limited,#67d831,Residential,45,"2 Chardonnay Drive, BERRIEDALE, TAS, 7011",TAS,BERRIEDALE,7011,Religious,Inner Regional Australia,Southern,Glenorchy,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.8134909999999,147.252336,5251216.9
Australia,Australia,Uniting AgeWell Strathaven,Uniting Agewell Limited,#67d831,Residential,112,"9 Strathaven Drive, ROSETTA, TAS, 7010",TAS,ROSETTA,7010,Religious,Inner Regional Australia,Southern,Glenorchy,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.815874,147.260311,8296986.29
Australia,Australia,Fred French,Respect Group Limited,#4fde7b,Residential,89,"9 Amy Road, NEWSTEAD, TAS, 7250",TAS,NEWSTEAD,7250,Charitable,Inner Regional Australia,Northern,Launceston,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.44906,147.164914,10252153.52
Australia,Australia,The Manor Nursing Home,OneCare Limited,#6cde4f,Residential,98,"2 Guy Street, KINGS MEADOWS, TAS, 7249",TAS,KINGS MEADOWS,7249,Charitable,Inner Regional Australia,Northern,Launceston,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.465622,147.153724,11561401.69
Australia,Australia,Eliza Purton,Respect Group Limited,#4fde7b,Residential,99,"26-28 Lakin Street, WEST ULVERSTONE, TAS, 7315",TAS,WEST ULVERSTONE,7315,Charitable,Outer Regional Australia,North Western,Central Coast (Tas.),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.1483819999999,146.147321,11390604.0
Australia,Australia,Meercroft Care,Meercroft Care Inc,#b5de4f,Residential,140,"Meercroft Care 2-16 Clements Street, DEVONPORT, TAS, 7310",TAS,DEVONPORT,7310,Community Based,Outer Regional Australia,North Western,Devonport,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.1662729999999,146.358057,17248791.49
Australia,Australia,The Gardens,Menarock Aged Care Services (Victoria) Pty Ltd,#d8ad31,Residential,56,"2-4 Mitcham Road, CLAREMONT, TAS, 7011",TAS,CLAREMONT,7011,Private Incorporated Body,Inner Regional Australia,Southern,Glenorchy,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.7888,147.261385999999,5288394.42
Australia,Australia,Mt St Vincent,Respect Group Limited,#4fde7b,Residential,73,"75 South Road, ULVERSTONE, TAS, 7315",TAS,ULVERSTONE,7315,Charitable,Outer Regional Australia,North Western,Central Coast (Tas.),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.152956,146.15332,8688975.25
Australia,Australia,Grenoch Home,Aged Care Deloraine Inc,#4f67de,Residential,47,"7 East Barrack Street, DELORAINE, TAS, 7304",TAS,DELORAINE,7304,Community Based,Outer Regional Australia,Northern,Meander Valley,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.5267339999999,146.658779,5340670.9
Australia,Australia,Ainslie Low Head,Southern Cross Care (Tas) Inc,#d89f31,Residential,69,"196-244 Low Head Road, LOW HEAD, TAS, 7253",TAS,LOW HEAD,7253,Religious,Outer Regional Australia,Northern,George Town,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.078166,146.807318,7052136.29
Australia,Australia,Umina Park Home For The Aged,OneCare Limited,#6cde4f,Residential,178,"22-42 Mooreville Road, BURNIE, TAS, 7320",TAS,BURNIE,7320,Charitable,Outer Regional Australia,North Western,Burnie,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.0615349999999,145.877416,19524898.03
Australia,Australia,Guilford Young Grove,Southern Cross Care (Tas) Inc,#d89f31,Residential,56,"13 St Canice Avenue, SANDY BAY, TAS, 7005",TAS,SANDY BAY,7005,Religious,Inner Regional Australia,Southern,Hobart,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.912159,147.350949,4617219.41
Australia,Australia,Medea Park Nursing Home,Medea Park Association Incorporated,#d731d8,Residential,55,"17 Circassian Street, ST HELENS, TAS, 7216",TAS,ST HELENS,7216,Community Based,Outer Regional Australia,Northern,Break O'Day,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.3234319999999,148.244950999999,6119733.91
Australia,Australia,Tandara Lodge,Tandara Lodge Community Care Inc,#4fde90,Residential,46,"10 Nightingale Avenue, SHEFFIELD, TAS, 7306",TAS,SHEFFIELD,7306,Community Based,Outer Regional Australia,North Western,Kentish,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.3856389999999,146.323868,5676213.13
Australia,Australia,Melaleuca Home For The Aged,Melaleuca Home for the Aged Inc,#2567c1,Residential,48,"73 Mary Street, EAST DEVONPORT, TAS, 7310",TAS,EAST DEVONPORT,7310,Community Based,Outer Regional Australia,North Western,Devonport,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.1835049999999,146.377319999999,5789025.13
Australia,Australia,Peacehaven,Respect Group Limited,#4fde7b,Residential,126,"185 Penquite Road, NORWOOD, TAS, 7250",TAS,NORWOOD,7250,Charitable,Inner Regional Australia,Northern,Launceston,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-41.4544709999999,147.178405999999,14898949.27
Australia,Australia,Bishop Davies Court,OneCare Limited,#6cde4f,Residential,98,"27 Redwood Road, KINGSTON, TAS, 7050",TAS,KINGSTON,7050,Charitable,Inner Regional Australia,Southern,Kingborough,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.9847559999999,147.299878,9488113.2
Australia,Australia,Regis Tasmania - Eastern Shore,Regis Aged Care Pty Ltd,#d831c0,Residential,86,"1 Acorn Drive, WARRANE, TAS, 7018",TAS,WARRANE,7018,Private Incorporated Body,Inner Regional Australia,Southern,Clarence,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.852808,147.381177,10256354.72
Australia,Australia,Midlands Multipurpose Health Centre,Tasmanian Health Service,#c12560,Residential,18,"13 Church Street, OATLANDS, TAS, 7120",TAS,OATLANDS,7120,State Government,Outer Regional Australia,Southern,Southern Midlands,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.2997749999999,147.369789999999,2538521.76
Australia,Australia,King Island Multipurpose Centre,Tasmanian Health Service,#c12560,Residential,14,"31 Edward Street, CURRIE, TAS, 7256",TAS,CURRIE,7256,State Government,Very Remote Australia,North Western,King Island,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-39.9311209999999,143.850977999999,2460320.92
Australia,Australia,ESPERANCE MULTIPURPOSE HEALTH CENTRE,Huon Regional Care,#256ac1,Residential,16,"15 Chapman Avenue, DOVER, TAS, 7117",TAS,DOVER,7117,Charitable,Outer Regional Australia,Southern,Huon Valley,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-43.3142539999999,147.016630999999,2373003.57
Australia,Australia,Flinders Island Multipurpose Centre,Tasmanian Health Service,#c12560,Residential,9,"1 James Street, WHITEMARK, TAS, 7255",TAS,WHITEMARK,7255,State Government,Very Remote Australia,Northern,Flinders (Tas.),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-40.121206,148.018304,1984620.89
Australia,Australia,Coffs Haven Residential Care Service,The Churches of Christ Property Trust,#2525c1,Residential,100,"18 Sand Street, NORTH BOAMBEE VALLEY, NSW, 2450",NSW,NORTH BOAMBEE VALLEY,2450,Religious,Inner Regional Australia,Mid North Coast,Coffs Harbour,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-30.308733,153.096824999999,11352100.08
Australia,Australia,Blue Care Redland Bay Yarrabee Aged Care Facility,The Uniting Church in Australia Property Trust (Q.),#4fdec7,Residential,40,"61 - 71 Peel Street, REDLAND BAY, QLD, 4165",QLD,REDLAND BAY,4165,Religious,Major Cities of Australia,Brisbane South,Redland,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-27.6139289999999,153.297166,5078148.56
Australia,Australia,Anam Cara,Wesley Mission Queensland Limited,#31d8b8,Residential,121,"52 Lavarack Road, BRAY PARK, QLD, 4500",QLD,BRAY PARK,4500,Charitable,Major Cities of Australia,Cabool,Moreton Bay,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-27.298945,152.961249,14490706.46
Australia,Australia,Regis Salisbury,Regis Group Pty Ltd,#a0de4f,Residential,136,"279 Lillian Avenue, SALISBURY, QLD, 4107",QLD,SALISBURY,4107,Private Incorporated Body,Major Cities of Australia,Brisbane South,Brisbane,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-27.555789,153.036493,16052930.26
Australia,Australia,Kirra Beach Care Community,DPG Services Pty Ltd,#ccde4f,Residential,91,"6-10 Ocean Street, COOLANGATTA, QLD, 4225",QLD,COOLANGATTA,4225,Private Incorporated Body,Major Cities of Australia,South Coast,Gold Coast,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-28.1710749999999,153.526584,10975190.44
